ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
8.116350275289645921e+00,2.247635092455149675e+02,1.651460809225702906e+04,5.290690952756555987e+00,3.337757766108135229e+02,4.165966342435124830e+02,1.206350146136651169e+01,9.185615637291439839e+01,2.526016235918269626e+00,1.000000000000000000e+00
7.463915951229466827e+00,2.154790683055070701e+02,2.715039539959295143e+04,7.782915307822939610e+00,3.829587368247099448e+02,4.037035015717176520e+02,1.477709168899088077e+01,5.695693886003824247e+01,5.075843604459417513e+00,1.000000000000000000e+00
7.512361216121821172e+00,2.244716540979528929e+02,1.789555658532867892e+04,8.635030814299632596e+00,3.337757766108135229e+02,4.723421246336034756e+02,1.384838852381346719e+01,7.458298102975180655e+01,3.515802547219812002e+00,1.000000000000000000e+00
6.415108471708082405e+00,1.924279651042000978e+02,1.931006201060979947e+04,6.845300490987069608e+00,3.337757766108135229e+02,5.297303121271814916e+02,1.602143865575720838e+01,6.253355679247351162e+01,6.073006014096296923e+00,1.000000000000000000e+00
7.059940234453620178e+00,1.788053803225584204e+02,3.948463892065139225e+04,8.591113099667010644e+00,2.813861971937520821e+02,5.202728605714388550e+02,1.079548172752430446e+01,7.584754248894292061e+01,2.949938822578741071e+00,1.000000000000000000e+00
7.080794504276835433e+00,1.797567078547102710e+02,2.570315520088735866e+04,7.287310207465926837e+00,3.337757766108135229e+02,3.110930645090888902e+02,1.023827086656046959e+01,4.207531453171552727e+01,1.659799384504437425e+00,1.000000000000000000e+00
7.425102223222054931e+00,2.044862816465185915e+02,1.860894087384961676e+04,7.434492747579629857e+00,3.181832966171118642e+02,3.389352709232701386e+02,1.624475501404072020e+01,9.460531109309896181e+01,2.558772744323509762e+00,1.000000000000000000e+00
6.742622398258795613e+00,2.092173441439131238e+02,1.548895674774773943e+04,7.452361819474242033e+00,3.510522422487650829e+02,4.088535621673053129e+02,1.392128166038253134e+01,7.020524060392014576e+01,4.964672640375528800e+00,1.000000000000000000e+00
7.682923444847808980e+00,2.177889322093943179e+02,3.115051342116240630e+04,8.021667794127429474e+00,3.337757766108135229e+02,5.947025457573734002e+02,1.219423157145149617e+01,7.716978862354338276e+01,3.542731086958609055e+00,1.000000000000000000e+00
7.041665417411175021e+00,1.782857485145630676e+02,2.541976949818999128e+04,6.772750799041365788e+00,3.164338541438332868e+02,3.883392769886837073e+02,1.155709678234876314e+01,7.325622049489875565e+01,3.099746163441952529e+00,1.000000000000000000e+00
7.185276448818910922e+00,2.124831719992980936e+02,2.564506723301752936e+04,8.142512834280530853e+00,3.528691647391524953e+02,4.352829806970689788e+02,8.930242450098603513e+00,7.560097955181802831e+01,2.959153823107586678e+00,1.000000000000000000e+00
6.597292363153351324e+00,1.917874419484378450e+02,2.503935469550197013e+04,7.294577390106758763e+00,3.957395286717210752e+02,5.015326526063095116e+02,1.469539103421004889e+01,8.005003109666040473e+01,4.318305406854209494e+00,1.000000000000000000e+00
6.908853083313672983e+00,1.849442319134637103e+02,1.696531410880434123e+04,6.404354015290895319e+00,3.513453260654366659e+02,4.343502193029308955e+02,1.181294171012501515e+01,7.737136147596230273e+01,4.693949415674135928e+00,1.000000000000000000e+00
7.080794504276835433e+00,1.697754752443692610e+02,3.727342922304459353e+04,8.027829881554620073e+00,2.408976289231697194e+02,4.545437654967258254e+02,1.862169782331420720e+01,6.351951580858281687e+01,3.573741106099376452e+00,1.000000000000000000e+00
7.080794504276835433e+00,1.658929698709480363e+02,1.156687554756436839e+04,8.326154937372974629e+00,3.337757766108135229e+02,3.692897773449237206e+02,7.401868176320760995e+00,6.668694980884946233e+01,3.603089689088135206e+00,1.000000000000000000e+00
6.281903929078816340e+00,1.603066850123448432e+02,1.709527007038257216e+04,6.730577013294539057e+00,3.050940000639889718e+02,4.244461849822980639e+02,1.437496688535946987e+01,4.127982973988892468e+01,4.457729915454184955e+00,1.000000000000000000e+00
7.036752103833547878e+00,2.103691036500948712e+02,1.381241042060634027e+04,8.378282176906978407e+00,3.424983612856939317e+02,4.895450548414639229e+02,1.482390352313785797e+01,6.919335841666139686e+01,3.285371835209297764e+00,1.000000000000000000e+00
7.362912867202150657e+00,1.808678006763332746e+02,2.043090669671211072e+04,6.664786369078298023e+00,3.337757766108135229e+02,4.373895262513468083e+02,9.675166667451435387e+00,6.903511345372612595e+01,3.249439878174001262e+00,1.000000000000000000e+00
7.369087138654636604e+00,1.982040824275066484e+02,2.823201840645958509e+04,8.899711625929986880e+00,2.895996918442106676e+02,4.244542544841161771e+02,1.815675397639142830e+01,3.159940355626588726e+01,2.715186685278620615e+00,1.000000000000000000e+00
7.708109988729569650e+00,1.889978500866440925e+02,1.545622008590552832e+04,5.047915868669221595e+00,3.227545992803763397e+02,5.230526625927212763e+02,1.609019348605175992e+01,5.728576319116483972e+01,4.896625907872931727e+00,1.000000000000000000e+00
6.504112779748323803e+00,1.717225550331843635e+02,2.085276449616847822e+04,7.704989892484599423e+00,2.821055453546498484e+02,3.594609502338278162e+02,1.347527289897846003e+01,8.362226023714073619e+01,5.396623142289246111e+00,1.000000000000000000e+00
8.185923417313038186e+00,2.409791037623137129e+02,2.364147202842616753e+04,6.611448597083937173e+00,3.186890103719636045e+02,4.101582218451633821e+02,1.310991087330740079e+01,5.691398086899887687e+01,3.566945145029043029e+00,1.000000000000000000e+00
6.149185173553461503e+00,1.505635935255724576e+02,2.059639123095366085e+04,6.906910694445656418e+00,3.337757766108135229e+02,4.316512829698360747e+02,1.282938016970177841e+01,6.439490659707030318e+01,4.275614874442733360e+00,1.000000000000000000e+00
7.080445821121838179e+00,1.966589466144085065e+02,3.696685331934397254e+04,8.986784337787309340e+00,2.943157326178766198e+02,5.300529192768847224e+02,1.382205734392283603e+01,8.577722213443843202e+01,2.664946055257220170e+00,1.000000000000000000e+00
6.628427347390651647e+00,2.152455320998124932e+02,1.805933085188565019e+04,6.931786685508369850e+00,3.337757766108135229e+02,3.744550617555522081e+02,1.162107429668515124e+01,7.794082202634827183e+01,3.405278618333408502e+00,1.000000000000000000e+00
4.704698461717015334e+00,1.602118221514605239e+02,5.128457645769733972e+03,8.283068933566303471e+00,3.577310768336419073e+02,3.446937399383444358e+02,1.421953212936784716e+01,3.428841274059311672e+01,4.109924711687724219e+00,1.000000000000000000e+00
7.976900873677572612e+00,2.347793796452507706e+02,1.536083506806439982e+04,5.736026877896660103e+00,3.771781188796556989e+02,6.136335477103730227e+02,1.419127381053090176e+01,4.891588146186727926e+01,4.753607931039482537e+00,1.000000000000000000e+00
6.809644515175520496e+00,1.797195205740760571e+02,3.500114479157664755e+04,8.681983466414159523e+00,3.337757766108135229e+02,3.609328038247743962e+02,1.363334973967948827e+01,7.271791977092880188e+01,3.183803571914325836e+00,1.000000000000000000e+00
7.080794504276835433e+00,1.776853558218801652e+02,2.032570213107957170e+04,5.849569808293142437e+00,3.536267682162174992e+02,2.796649197585842330e+02,1.396432120647409647e+01,4.454298516731527258e+01,4.032267338593523043e+00,1.000000000000000000e+00
6.967696683162022175e+00,1.770558900935524207e+02,2.288696573475015975e+04,6.430934807998459846e+00,3.152829020618054869e+02,5.077900618331217402e+02,1.528803789591381523e+01,3.576760103714642725e+01,4.819637104172264763e+00,1.000000000000000000e+00
6.444555170207261874e+00,1.666351804665535212e+02,2.485583004230353981e+04,9.492361328958148547e+00,2.874123799691923864e+02,4.794794090176844747e+02,1.069706755597695569e+01,6.565532568230017318e+01,3.551905359086965142e+00,1.000000000000000000e+00
6.277742483390635009e+00,1.495632817423872893e+02,1.575144914996853549e+04,8.257751124841384183e+00,3.175014397277952298e+02,6.053983749480117922e+02,1.521837835213648482e+01,8.270347041484400563e+01,5.255011943220072368e+00,1.000000000000000000e+00
7.080794504276835433e+00,1.669229798333014969e+02,2.119015494289789422e+04,6.589980490208455777e+00,2.858993854790751925e+02,4.106882968730245125e+02,1.529061374760044600e+01,7.559522222134866354e+01,2.505464026615983109e+00,1.000000000000000000e+00
9.014356734321136599e+00,2.253675191780493208e+02,4.900992465602680750e+04,6.002653035061753073e+00,2.966308987233560401e+02,4.457688121991063781e+02,1.625411186674847386e+01,8.389112947149958188e+01,4.549419412617847769e+00,1.000000000000000000e+00
7.781663759793227442e+00,2.167828812500954427e+02,3.505561648989219248e+04,7.784203339169811109e+00,3.066433363106741012e+02,4.471671009870265721e+02,1.060954490890600432e+01,3.687208588905684792e+01,4.822967485351243866e+00,1.000000000000000000e+00
6.084360116189225565e+00,1.552714251494952578e+02,2.731006084794159688e+04,7.817129174994376761e+00,3.337757766108135229e+02,4.369889344088214216e+02,1.265751247031539606e+01,6.639629294676802829e+01,4.298110919527293738e+00,1.000000000000000000e+00
7.154735880404870407e+00,1.981473264811237982e+02,3.268097799122904689e+04,8.972661232218786864e+00,2.831084920273045213e+02,5.316026341640504143e+02,1.980628716994471006e+01,8.192682593644768474e+01,4.629955736114066411e+00,1.000000000000000000e+00
6.748811549804482723e+00,1.663909150570300994e+02,2.247509296027874370e+04,8.895421661297222116e+00,3.176203458473079877e+02,5.274596400372887501e+02,1.281926988174529924e+01,5.553626279851302172e+01,3.312512765890226696e+00,1.000000000000000000e+00
8.128270069244823759e+00,2.311675374861113141e+02,1.995457555394564406e+04,5.138838499145021110e+00,3.490673626859702381e+02,3.860711491802708224e+02,1.501808483022853125e+01,6.334096824374098844e+01,4.678742165843642553e+00,1.000000000000000000e+00
7.080794504276835433e+00,2.052351937519880778e+02,2.261329748499290872e+04,6.485809596531018073e+00,2.666393835960964225e+02,3.130096388778708842e+02,1.162360463616397688e+01,2.840087734010526432e+01,3.978495493860283005e+00,1.000000000000000000e+00
6.335683141915911420e+00,1.640703715608288462e+02,2.659435207627777709e+04,7.381256051400532314e+00,3.384294619354270139e+02,6.071025732139511319e+02,1.492914992837012456e+01,1.130488856697227646e+02,4.578861190294834849e+00,1.000000000000000000e+00
5.940475876449587744e+00,1.756377301184329554e+02,1.717707103669603021e+04,1.041083526515133073e+01,3.079976307754874938e+02,4.028873087347532191e+02,1.515200392741104451e+01,7.435442274773495797e+01,3.997969670897491223e+00,1.000000000000000000e+00
7.614877639298759604e+00,2.460308561432520946e+02,3.334797109835898300e+04,8.222533309306083282e+00,3.458088086405556965e+02,4.457668531613048231e+02,1.076369092592341126e+01,9.836865574789655398e+01,2.990780894316749983e+00,1.000000000000000000e+00
6.718249444896242650e+00,1.976174938337432536e+02,2.104362692911009435e+04,6.630674509824002527e+00,3.370387519540340691e+02,6.415258451890836113e+02,1.555450572427116640e+01,6.368435224296306529e+01,4.488904316315408316e+00,1.000000000000000000e+00
6.866356515060000554e+00,1.856314868840690053e+02,1.397938175003617289e+04,7.043424624083505670e+00,3.754340324520479726e+02,4.625351146546626637e+02,1.719499164350554565e+01,7.455779006957153854e+01,4.346153563046947887e+00,1.000000000000000000e+00
7.080794504276835433e+00,1.422774126559026513e+02,2.120861828519180926e+04,9.502685366042252113e+00,3.337757766108135229e+02,4.296901556789517826e+02,1.629271779778753171e+01,5.896290238766021474e+01,2.601517588880620124e+00,1.000000000000000000e+00
7.553844615241808391e+00,2.122644411315465334e+02,1.431940136990591236e+04,5.793011891235034128e+00,3.628526538475225607e+02,4.505359095235472182e+02,1.817648295837102523e+01,6.639629294676802829e+01,4.374563849807857174e+00,1.000000000000000000e+00
7.366671989427319822e+00,2.342006411977623941e+02,1.554718662603157281e+04,7.851400220551361997e+00,3.641056922093742401e+02,3.932539150852464900e+02,1.516157743737227115e+01,6.473231057533465105e+01,3.394450272692436155e+00,1.000000000000000000e+00
6.567759613267085683e+00,1.876663787199155706e+02,2.015657862329119962e+04,7.298510420711607161e+00,3.337757766108135229e+02,3.904268890867899131e+02,1.235389619176373799e+01,8.521436888666607956e+01,3.824428038818539211e+00,1.000000000000000000e+00
6.333640046326738826e+00,1.854363401071611861e+02,1.850628860877737679e+04,6.572681848401117577e+00,3.569710326882703839e+02,3.668131075971799078e+02,1.643962942071669886e+01,7.676438483029237148e+01,3.982002335270924842e+00,1.000000000000000000e+00
5.892413185772429784e+00,1.393622528547332422e+02,1.100604850719575370e+04,5.311990412632909830e+00,3.393279049414732071e+02,4.464943942142993478e+02,1.056707076084433083e+01,8.969288268204067549e+01,3.311813193084927498e+00,1.000000000000000000e+00
7.918039170296733431e+00,1.973575883223166443e+02,2.289906291433173101e+04,8.283955430574803103e+00,2.953510702196411444e+02,3.580973864136281009e+02,1.295778504431621059e+01,7.169435134740182036e+01,3.386109813210919750e+00,1.000000000000000000e+00
6.549124998345767779e+00,1.942768567526114794e+02,7.412798058876674986e+03,5.836980435814226986e+00,3.548211938420815841e+02,3.610372382294684712e+02,1.167219050111981637e+01,5.731697667532341711e+01,4.421058843510000003e+00,1.000000000000000000e+00
6.804796145017353304e+00,2.239957005477350265e+02,1.719605471106186087e+04,7.112622452037525633e+00,3.743091305078533537e+02,3.447183136168977171e+02,1.545738344441207168e+01,6.015134582448109768e+01,4.847312561784217877e+00,1.000000000000000000e+00
7.080794504276835433e+00,2.030543096980826476e+02,2.010610683959020389e+04,8.682329560365994681e+00,3.513356961240841088e+02,3.460305439247936761e+02,1.155630173550719064e+01,6.295152737468987425e+01,4.704273494634856334e+00,1.000000000000000000e+00
7.176170870069639385e+00,2.062949005748606055e+02,2.579495018998330852e+04,7.794726949202300581e+00,3.212840794097868979e+02,4.852544295835228922e+02,1.557487690708017958e+01,4.915196025970700333e+01,4.742966748584789727e+00,1.000000000000000000e+00
7.085095882764061770e+00,2.066766752509602725e+02,2.182309425610630933e+04,5.889945335387531955e+00,3.337757766108135229e+02,3.876181111609328127e+02,1.767989831302094217e+01,5.502328572689413022e+01,3.932839292719951807e+00,1.000000000000000000e+00
7.201702374896836290e+00,1.477110861245217563e+02,3.730899415948845126e+04,5.677451117249202817e+00,2.791644463467536070e+02,3.959768244881793748e+02,1.332612500560861513e+01,6.362689390393926203e+01,3.883250198498327865e+00,1.000000000000000000e+00
7.776044112626787630e+00,2.155337952086967732e+02,3.889535613554725569e+04,7.764668384049105754e+00,3.422624978595313223e+02,3.494310989059249550e+02,6.124625358081971171e+00,6.583299006838069545e+01,5.425945934424111883e+00,1.000000000000000000e+00
7.080794504276835433e+00,2.097519547757137275e+02,2.021421655170464874e+04,6.045077938233305304e+00,3.237883826814330632e+02,5.394647233811894012e+02,2.027898974374562258e+01,7.273520685768215799e+01,4.258488736618551762e+00,1.000000000000000000e+00
7.046548537016282587e+00,1.284825173986405389e+02,3.056981055117190044e+04,4.449122632711615566e+00,2.817247144955857152e+02,3.482645907123407483e+02,1.514200556542033382e+01,5.815730431450025861e+01,2.869226101819664088e+00,1.000000000000000000e+00
7.080794504276835433e+00,1.998458747722933992e+02,1.263536770357014757e+04,7.886383490971208943e+00,3.326151537639464095e+02,2.938342644966942316e+02,1.321753603732821603e+01,5.454961803518715868e+01,4.480574391138361534e+00,1.000000000000000000e+00
7.732880077797702256e+00,1.895098114694124263e+02,4.702274584512558795e+04,8.226724798522159432e+00,2.870870530094034621e+02,5.677222810870218836e+02,1.498005401221263355e+01,7.120620916144613943e+01,3.510728004352379195e+00,1.000000000000000000e+00
6.266799947990715935e+00,1.878296169202590420e+02,2.757721362327780662e+04,9.141597004044479391e+00,3.229178476197791952e+02,2.770508017263350666e+02,1.329025192559305424e+01,5.945432462093391024e+01,3.652844725674909032e+00,1.000000000000000000e+00
6.630251708982635606e+00,1.609203841491237199e+02,2.255777957608003635e+04,5.305394004221403392e+00,3.386308276497313727e+02,4.168980710768210542e+02,1.579310142065583022e+01,5.327603261965064974e+01,5.181202492212650057e+00,1.000000000000000000e+00
6.775631133267148165e+00,1.543725427775486025e+02,1.552539396310894335e+04,6.084132842086123816e+00,3.430321609840586348e+02,5.979792736746310311e+02,1.711854324946762063e+01,5.612402405384072068e+01,3.017544305923945291e+00,1.000000000000000000e+00
7.080794504276835433e+00,2.047372919371707951e+02,2.568071738836721124e+04,7.980192743227259911e+00,3.186772727355551069e+02,3.116355739249564181e+02,2.037683816788216973e+01,6.902052991972698237e+01,4.323784880397047559e+00,1.000000000000000000e+00
8.164992426171885143e+00,2.783403577852462263e+02,2.904526113811280811e+04,7.992914378232637063e+00,3.345519655036584936e+02,3.847831849744919737e+02,1.740662580988896480e+01,6.421076679972179591e+01,4.162495509766512392e+00,1.000000000000000000e+00
7.773758137453099515e+00,2.514628443530570507e+02,2.168861694269033978e+04,6.194910000092315627e+00,3.950882448467518202e+02,3.558316829520119882e+02,1.432455235090912993e+01,6.758431075029680812e+01,4.040974482292381431e+00,1.000000000000000000e+00
7.295141331699134923e+00,1.824066445648552133e+02,1.370618680781238436e+04,5.887885102672090198e+00,3.006082330329588785e+02,4.246501794365584033e+02,1.806347006289922774e+01,7.383690918769039513e+01,5.056104024299176380e+00,1.000000000000000000e+00
7.080794504276835433e+00,1.298832965155077375e+02,8.906975623139485833e+03,6.827900879738104223e+00,3.275517886889326746e+02,5.252247169516715530e+02,1.765741087353131888e+01,3.218537822056120490e+01,3.842113986103596002e+00,1.000000000000000000e+00
7.657541728081206145e+00,2.308200077128855128e+02,3.505623223372890061e+04,7.656806896244370719e+00,3.641301406497153721e+02,3.056294092977495893e+02,1.848139640760030034e+01,7.220507471179635672e+01,4.792527452455119352e+00,1.000000000000000000e+00
7.664793523351655757e+00,2.235784734635608970e+02,2.025972585030204937e+04,7.385414293946827691e+00,3.511613311103969863e+02,5.100468967760106125e+02,1.420522104568271970e+01,7.319247007486355017e+01,5.481690934344969790e+00,1.000000000000000000e+00
7.080794504276835433e+00,2.098660948423143111e+02,2.011691110305269103e+04,6.941061732496097925e+00,3.703836938940177106e+02,3.389571982549097697e+02,1.134256197103223940e+01,5.115966920795001727e+01,3.619545637398923876e+00,1.000000000000000000e+00
7.800421288908952810e+00,2.106703041646952954e+02,1.987330091797074783e+04,7.284675601936172029e+00,3.337757766108135229e+02,4.485956405072785174e+02,7.024747096163139304e+00,5.580350264560207307e+01,3.345910381713868453e+00,1.000000000000000000e+00
7.264069096752565180e+00,2.166223921624055890e+02,1.941211272261368867e+04,6.932457938873960224e+00,3.337757766108135229e+02,3.019535508297923343e+02,1.921099080331157083e+01,6.771258467249298008e+01,3.960282113758293754e+00,1.000000000000000000e+00
7.544305635616617600e+00,2.110511461631189150e+02,3.435940079704244999e+04,8.166793311751535001e+00,3.658123125360140193e+02,4.475206553991744727e+02,1.855347832812179831e+01,6.016274551236268309e+01,3.714096434929977431e+00,1.000000000000000000e+00
7.749773784133440202e+00,2.294897671490432458e+02,2.199506806755685830e+04,7.748921294862669562e+00,3.204406636909241115e+02,3.985447626045238962e+02,1.820291570524858571e+01,4.106424688569308756e+01,4.317186297673677231e+00,1.000000000000000000e+00
7.442023084023341895e+00,1.947638712974238331e+02,3.456570169026523945e+04,8.493347623709139427e+00,2.948362176888016393e+02,3.500851155438649016e+02,1.896201400930362979e+01,7.995832130270405003e+01,2.894651172139397044e+00,1.000000000000000000e+00
6.559252620892982222e+00,1.646359208156491718e+02,3.066020966649462571e+04,8.852270123017838444e+00,2.725242628049985569e+02,5.335838575451301722e+02,1.095830566493992819e+01,8.366233134668658522e+01,4.216315016151918726e+00,1.000000000000000000e+00
7.035036795196814019e+00,2.205018876683081999e+02,1.974649325081926872e+04,7.059382855730256701e+00,3.719126148305406900e+02,5.361838999563894959e+02,1.530343323534339284e+01,6.790175838726564450e+01,4.557028865672788420e+00,1.000000000000000000e+00
7.880685942702882585e+00,2.260038443978384350e+02,1.948688183912848399e+04,6.208574002625104171e+00,3.563380793720868382e+02,4.723690935108407984e+02,1.199523949824737201e+01,5.502916552481702439e+01,3.579983811082844802e+00,1.000000000000000000e+00
7.498372459046128924e+00,2.367143990336676325e+02,2.173637332414967022e+04,6.588566093133087165e+00,4.073120823862237216e+02,2.991942452483427815e+02,2.073766360311861945e+01,6.831434711690360473e+01,4.242241799025037174e+00,1.000000000000000000e+00
7.080794504276835433e+00,2.009699224107824023e+02,1.270048803860589214e+04,7.713783211663833406e+00,3.950903643033470871e+02,4.640249169876140058e+02,1.508933913988528452e+01,6.362456530163335344e+01,3.756100422662207006e+00,1.000000000000000000e+00
6.538207172663557110e+00,2.149928660824677991e+02,1.233040656771849535e+04,7.300091677163146109e+00,3.898170356878690086e+02,4.653526649795810499e+02,2.208940182920497364e+01,2.453277333931877280e+01,3.426266448712847801e+00,1.000000000000000000e+00
6.373288071168332181e+00,1.809589048342168667e+02,1.750287944209258058e+04,6.471639404256773531e+00,3.677325204343055134e+02,4.115813100150237460e+02,1.159864559415552776e+01,6.639629294676802829e+01,4.538108781438108252e+00,1.000000000000000000e+00
5.756475689490704539e+00,1.719718036843806317e+02,8.086825998967036867e+03,7.304628015427524268e+00,3.301337767931187841e+02,4.427587558988175829e+02,1.136475105825132914e+01,9.589849468769955365e+01,4.002081516796704541e+00,1.000000000000000000e+00
6.918062437943978793e+00,1.889128648099620023e+02,1.405244611151422396e+04,6.192192751461061739e+00,3.337757766108135229e+02,3.383208398113280282e+02,1.786010080442679282e+01,6.673703060684957222e+01,3.566298461651996821e+00,1.000000000000000000e+00
8.813504659624094018e+00,2.363928170180228676e+02,4.068439001387359895e+04,6.608774671819704238e+00,3.035298176381377857e+02,2.783551233402372418e+02,1.457605743483821925e+01,7.287269686152349379e+01,4.242459863239631090e+00,1.000000000000000000e+00
7.361599831600275756e+00,2.317931825036350801e+02,2.916972078349098229e+04,7.929904388301962648e+00,3.750971880210010454e+02,3.892726454031282515e+02,1.385311637143121288e+01,3.953278687132903002e+01,3.751588621742675933e+00,1.000000000000000000e+00
9.175586152587863253e+00,2.815942348940206443e+02,4.785288887105318281e+04,8.330276290098009184e+00,3.147837612566196412e+02,4.223182270804991845e+02,9.969135935575424767e+00,6.407054759532215371e+01,2.959684620707702774e+00,1.000000000000000000e+00
7.080794504276835433e+00,1.927422752669842794e+02,3.234910237770702952e+04,8.750629518554228881e+00,2.720850572212605698e+02,5.819811911835133742e+02,1.358303609221650454e+01,6.443604613167354955e+01,3.952594441314252194e+00,1.000000000000000000e+00
6.550877192685637951e+00,1.458062706724380462e+02,2.507000873876630067e+04,5.716378673091186080e+00,2.852189427318240860e+02,3.696130840835338631e+02,8.654764784256769872e+00,6.639629294676802829e+01,4.824825939065863878e+00,1.000000000000000000e+00
6.510855611074600091e+00,2.238606218312135070e+02,1.514717146382464853e+04,7.667533316037838276e+00,3.893911483904018951e+02,4.370513642769057583e+02,1.208502582499238365e+01,5.233907541690912524e+01,4.225608375907182079e+00,1.000000000000000000e+00
7.347030355621345876e+00,1.996137207525291899e+02,1.907325959456153942e+04,5.766832204959284169e+00,3.369943348589986840e+02,4.132142304937183894e+02,1.248248239296998463e+01,5.679408396877316534e+01,4.297880700154985689e+00,1.000000000000000000e+00
8.111953170359271326e+00,2.172664724323236669e+02,3.818446957355750783e+04,7.254121956467008303e+00,3.119102239367761058e+02,2.810692027852920205e+02,1.302792065315889936e+01,7.858209385709349704e+01,4.430750455902871643e+00,1.000000000000000000e+00
7.080794504276835433e+00,2.370839482543166525e+02,3.543428006200042000e+04,7.617648684118439206e+00,3.813375271741136885e+02,3.650325033529767893e+02,1.345387219547671975e+01,3.343986771115500289e+01,3.825936697459348057e+00,1.000000000000000000e+00
5.985012450917460036e+00,1.513609669139478910e+02,2.015543446937196859e+04,7.723292486876024654e+00,2.750797380142864199e+02,4.783323603096375791e+02,1.801626576279426573e+01,9.906123270489565869e+01,3.764099673513570998e+00,1.000000000000000000e+00
7.080794504276835433e+00,2.127053321723648764e+02,2.562648105001460135e+04,8.590184463502978929e+00,3.386635347545829404e+02,3.302533753598523845e+02,1.105283836852584045e+01,6.447200138337336739e+01,4.219225568669435766e+00,1.000000000000000000e+00
7.080794504276835433e+00,1.610389710505637595e+02,2.558349200852300783e+04,6.796914143516416651e+00,3.337757766108135229e+02,4.674799009842726036e+02,1.410555408244107412e+01,5.233146225052620082e+01,4.514174613415018911e+00,1.000000000000000000e+00
6.433722352782364595e+00,1.772525105355911137e+02,2.032122940432714313e+04,6.378917977073916390e+00,3.730517721049258739e+02,3.750282224609770196e+02,1.168464797296872071e+01,6.162982262035210113e+01,3.641489972443003875e+00,1.000000000000000000e+00
6.770095146347258286e+00,2.016508542405934463e+02,2.588763172218670661e+04,9.367532687839560168e+00,3.276194527217427890e+02,5.193803669384755040e+02,1.772030028769052024e+01,9.006484922185542530e+01,5.203461367345384225e+00,1.000000000000000000e+00
7.927969552720631086e+00,2.247210588848426482e+02,2.740201999904230252e+04,6.875298924484605223e+00,3.432863134611687883e+02,3.159134105716915997e+02,1.413712035522184074e+01,3.243852618764184115e+01,4.847262262021436285e+00,1.000000000000000000e+00
7.338826110612727049e+00,2.299786941456632121e+02,1.260340037136373576e+04,5.975488073209138662e+00,3.513188263274367387e+02,3.708606316790636583e+02,1.938933723250584862e+01,7.997164724934899027e+01,4.017061119499549804e+00,1.000000000000000000e+00
7.078361074110980589e+00,1.984124469949353227e+02,1.664860056734106547e+04,6.931095897331530864e+00,3.485479813510432905e+02,4.722760008738119950e+02,1.724961638377766349e+01,5.963089393523650017e+01,3.263464731173010946e+00,1.000000000000000000e+00
6.751668626808021045e+00,1.767931521048827221e+02,3.204050566943677040e+04,7.931912957521163321e+00,3.337757766108135229e+02,4.671483718506776199e+02,1.121490773951177111e+01,4.753239549775864248e+01,3.735173416038588989e+00,1.000000000000000000e+00
7.744125219434779162e+00,2.033962271064360721e+02,2.140300204819467035e+04,7.623241594883383598e+00,3.332109033306369952e+02,4.243287402196551170e+02,1.694981072765386898e+01,4.841672504438178493e+01,3.612260192161634187e+00,1.000000000000000000e+00
7.560392022830321856e+00,2.232322500443747515e+02,1.473906854006464346e+04,6.731610675622372142e+00,3.720289087182244998e+02,4.813417738810755964e+02,8.900408731498941961e+00,6.213428073097252735e+01,4.257805108217032952e+00,1.000000000000000000e+00
7.830607590568665621e+00,2.132492577782634271e+02,1.882138961247339830e+04,6.475112718944897594e+00,3.165724147070729941e+02,4.052787384894268143e+02,1.687239534461031099e+01,5.590576964578757213e+01,3.551568013010188096e+00,1.000000000000000000e+00
6.746934968256861787e+00,1.543321616206427507e+02,2.513742767692439156e+04,8.495903871344124170e+00,2.748840892219141097e+02,3.300837229219654319e+02,1.598363239309787787e+01,6.994325357106453112e+01,3.485535976478068676e+00,1.000000000000000000e+00
6.542281786808938904e+00,1.460553834981455736e+02,3.596574458114088338e+04,8.578677988420109202e+00,3.337757766108135229e+02,4.740077154867548188e+02,2.136638658999657991e+01,5.412734214749784201e+01,3.794055432721664900e+00,1.000000000000000000e+00
8.549692514107981367e+00,2.368615045978860962e+02,1.782829452379253780e+04,4.752267562975148962e+00,3.410363369667921347e+02,4.231100796600701983e+02,1.531324276580346577e+01,8.093130520643619263e+01,3.039018778586743963e+00,1.000000000000000000e+00
7.499844501955667653e+00,2.315388682801660138e+02,2.245263556662492920e+04,7.821007462504359076e+00,3.337757766108135229e+02,3.809990976356813235e+02,1.433824815649359152e+01,6.639629294676802829e+01,4.663869576482976065e+00,1.000000000000000000e+00
5.763772807058832548e+00,1.830736285777429657e+02,2.202569660620265131e+04,8.952895934078386020e+00,3.337757766108135229e+02,3.765813885225824720e+02,1.054739835050492047e+01,6.329975681311174895e+01,3.253200106695461891e+00,1.000000000000000000e+00
7.276863125209032113e+00,1.657979518718617555e+02,3.039690461880828298e+04,7.835638736326533405e+00,2.818968817500272053e+02,4.756460514984069050e+02,1.232618359622102844e+01,8.339988926222588361e+01,6.083772353885920303e+00,1.000000000000000000e+00
7.493290815928301818e+00,2.163818795977259128e+02,9.465323904989707444e+03,4.947531357152715970e+00,3.414606318001502245e+02,5.013453469922361592e+02,1.124750722441365269e+01,5.295136272300236158e+01,3.748746909725782395e+00,1.000000000000000000e+00
